LEVEL_3_CO	LEVEL_NAME	CONTINENT	FruitSize	Frugivore	BodySize	Soil	THREEREALM	REALM_LONG	X_COORD	Y_COORD	PREC_Sum	PREC_CV	P_drie_quart	Tmean_mean	T_cold_quart	Temp_SD	Tmin_cold_month	NPP_mean	ensLGM_Pmean	ensLGM_Tmean	ensLGM_Pano	NPP_Mean
BZL	Brazil Southeast	SOUTHERN AMERICA	3.831515152	1	98906.6587	49.85788	NewWorld	Neotropics	-4386520.132	-2461682.954	1284.4091	73.2432	66.4751	215.31255	187.8247	1897.6797	115.0789	7104.79	1314.9072	179.4572	-29.8317	98906.6587
BZN	Brazil North	SOUTHERN AMERICA	3.219171975	1	76478.05778	45.80859	NewWorld	Neotropics	-5716995.352	-585822.5237	2246.9109	53.5159	207.3689	259.9939667	253.9615	462.2857	195.8074	8662.3	1440.0931	239.7261	807.0668	76478.05778
BZS	Brazil South	SOUTHERN AMERICA	2.646666667	1	80600.18298	44.63923	NewWorld	Neotropics	-5040983.085	-3376062.25	1577.7593	18.3587	323.6105	185.006575	143.5895	3200.6411	84.183	9760.28	1323.6235	157.2038	254.0367	80600.18298
CAY	Cayman Is.	SOUTHERN AMERICA	3.366666667	1	25813.253	40.11111	NewWorld	Neotropics	-7798966.286	2432859.226	1339.2019	57.028	105.2205	263.9881	245.4006	1345.7795	202.559	15877.7	1233.8762	239.3317	98.9099	25813.253
CLC	Chile Central	SOUTHERN AMERICA	3.75	1	87743.92667	55.7031	NewWorld	Neotropics	-6897254.203	-4180033.121	865.2652	87.3538	51.9696	106.1971417	60.1473	3666.8171	9.4522	8417.42	1185.7874	78.7298	-320.8112	87743.92667
CLM	Colombia	SOUTHERN AMERICA	2.95	1	58370.94167	42.54506	NewWorld	Neotropics	-7050573.344	494583.3777	2670.6188	42.2414	322.6031	245.7757167	237.8664	565.5339	190.8496	9887.1	2165.3972	224.4493	505.6447	58370.94167
COS	Costa Rica	SOUTHERN AMERICA	1.670353982	1	16132.66	32.87201	NewWorld	Neotropics	-8122983.517	1265495.025	2969.3934	57.8959	234.1171	234.6302083	226.0635	694.6725	174.54	9434.22	2432.0737	216.0831	538.9172	16132.66
CUB	Cuba	SOUTHERN AMERICA	2.190114943	1	27380.36667	32.68584	NewWorld	Neotropics	-7624461.358	2693739.889	1331.4251	59.5545	109.3175	250.2716833	223.487	1886.2981	167.0317	9574.96	1063.1346	227.2442	267.2064	27380.36667
DOM	Dominican Republic	SOUTHERN AMERICA	2.069090909	1	22763.39167	39.42471	NewWorld	Neotropics	-6800853.492	2367679.913	1366.5316	43.5999	168.8491	239.827725	221.412	1277.7266	162.1447	11308.8	880.1769	215.7032	486.4282	22763.39167
ECU	Ecuador	SOUTHERN AMERICA	2.34761194	1	57222.9	42.40308	NewWorld	Neotropics	-7563839.236	-185152.2991	2040.7311	49.4803	308.4297	208.5377667	201.2064	529.4907	152.1799	9982.81	1805.6804	191.2352	232.0734	57222.9
ELS	El Salvador	SOUTHERN AMERICA	2.247692308	1	48877.37778	35.73594	NewWorld	Neotropics	-8574279.162	1736003.49	1839.6918	92.0335	13.7531	243.509625	233.8568	823.526	165.837	11194.6	1813.9515	224.7998	25.338	48877.37778
FRG	French Guiana	SOUTHERN AMERICA	3.089354839	1	85076.37	40.9882	NewWorld	Neotropics	-5137050.546	500088.7259	2696.7326	45.7286	260.0917	253.9722417	247.2973	508.8979	203.8441	9736.19	2362.7993	223.4387	334.1948	85076.37
GUA	Guatemala	SOUTHERN AMERICA	1.554925373	1	26131.71	37.2077	NewWorld	Neotropics	-8718323.129	1977858.307	1996.5117	67.7846	128.6212	229.1275667	210.1463	1312.9368	154.2216	12202.5	2137.1658	209.1328	-140.801	26131.71
GUY	Guyana	SOUTHERN AMERICA	2.794107143	1	65076.37	42.925	NewWorld	Neotropics	-5690099.656	609785.8255	2030.7166	51.3412	254.5915	260.0233917	253.3295	568.0574	210.4887	10830.4	1816.1357	232.3088	215.2711	65076.37
HAI	Haiti	SOUTHERN AMERICA	2.233461538	1	32763.39167	40.54069	NewWorld	Neotropics	-7013058.539	2373148.717	1529.7696	52.3305	143.2013	238.9592917	222.0015	1172.286	160.8903	11527.4	930.8151	215.3994	594.874	32763.39167
HON	Honduras	SOUTHERN AMERICA	1.809344262	1	16131.71	39.88749	NewWorld	Neotropics	-8357768.672	1869330.081	1726.6816	59.648	128.3273	235.8470667	216.2655	1349.1674	162.0059	12226	1628.6285	216.7065	102.8732	16131.71
JAM	Jamaica	SOUTHERN AMERICA	1.904	1	18557.56	37.21918	NewWorld	Neotropics	-7460274.47	2278040.632	1848.2108	47.6011	217.8139	238.8567333	225.0001	991.414	186.4057	13789.4	1306.4054	213.5976	534.3525	18557.56
JNF	Juan Fernßndez Is.	SOUTHERN AMERICA	2.5	1	34731.2325	52.75862	NewWorld	Neotropics	-7674245.148	-4057185.919	996.4888	60.6573	90.9382	153.4747167	124.4719	2427.5225	81.191	10573.8	1129.509	132.6216	-133.073	34731.2325
LEE	Leeward Is. AB Ant	SOUTHERN AMERICA	2.2875	1	33397.9	38.79118	NewWorld	Neotropics	-6009729.027	2127600.161	1605.2521	34.3449	221.4542	253.5933667	237.5461	1117.4757	199.4475	15760.2	1300.1169	232.4408	258.0883	33397.9
MXC	Mexico Central	NORTHERN AMERICA	1.18125	1	9690.665038	38.82846	NewWorld	Neotropics	-9512151.602	2396274.638	980.9923	88.888	41.7135	173.2674917	147.1516	1862.5056	57.4543	8862.54	1105.3156	144.9452	-124.2304	9690.665038
MXG	Mexico Gulf	NORTHERN AMERICA	1.565555556	1	9000.776793	34.68918	NewWorld	Neotropics	-9300733.316	2423947.208	1716.069	72.5808	124.5163	238.8157667	202.6628	2532.7463	147.106	10691.5	1869.9927	209.7025	-154.8597	9000.776793
MXS	Mexico Southwest	NORTHERN AMERICA	1.733829787	1	4057.833551	41.22264	NewWorld	Neotropics	-9713666.775	2359019.498	1156.298	103.3758	28.7025	216.5457	191.8965	1778.2451	107.977	9164.69	1223.6971	192.8345	-68.3702	4057.833551
MXT	Mexico Southeast	NORTHERN AMERICA	1.559051724	1	5341.244338	35.93258	NewWorld	Neotropics	-8739084.772	2318392.843	1531.0793	66.2779	112.9689	250.2499333	224.1109	1813.9644	160.1569	10730.2	1830.5253	225.574	-301.942	5341.244338
NIC	Nicaragua	SOUTHERN AMERICA	1.918787879	1	19234.23333	31.76956	NewWorld	Neotropics	-8204747.816	1623980.418	2290.6145	66.468	131.0653	250.6029667	238.4051	864.3899	189.0832	9705.2	2046.6044	229.4682	246.4963	19234.23333
PAN	Panama	SOUTHERN AMERICA	1.902913386	1	32089.3	32.309	NewWorld	Neotropics	-7729407.475	1081046.082	2567.1892	59.8931	135.1076	250.3802333	243.7748	546.9352	198.6868	9169.24	2739.9966	235.2307	-174.3113	32089.3
PAR	Paraguay	SOUTHERN AMERICA	2.611428571	1	58293.27407	50.52703	NewWorld	Neotropics	-5635963.682	-2880147.332	1080.7606	43.3175	133.4229	234.0157583	189.1576	3313.2583	122.1156	4117.62	923.8073	204.6704	156.972	58293.27407
PER	Peru	SOUTHERN AMERICA	3.308148148	1	80727.50732	48.2494	NewWorld	Neotropics	-7178030.232	-1153965.985	1562.1031	56.7586	216.94	191.8574333	178.8897	900.2469	107.5996	8366.86	1403.7069	170.3772	157.1306	80727.50732
PUE	Puerto Rico	SOUTHERN AMERICA	1.85	1	17984.7	39.27142	NewWorld	Neotropics	-6413068.737	2286496.023	1816.9513	38.4915	230.5977	242.1755167	225.2606	1214.7717	170.4735	12324.1	1277.2843	219.3615	524.7122	17984.7
SUR	Surinam	SOUTHERN AMERICA	3.015964912	1	65076.37	42.12048	NewWorld	Neotropics	-5394704.305	525772.3207	2250.3608	49.1542	220.8378	263.0556417	255.6507	653.6817	214.3038	9411.54	2150.521	230.7843	99.8125	65076.37
SWC	Southwest Caribbean	SOUTHERN AMERICA	1.1	1	6296.766667	43.25912	NewWorld	Neotropics	-8213537.172	1944177.006	2299.104	66.144	198.728	263.9573333	245.196	1241.324	206.612	12972.6	2272.1057	244.9056	71.392	6296.766667
TCI	Turks-Caicos Is.	SOUTHERN AMERICA	2.5	1	39582.64	42.75731	NewWorld	Neotropics	-6935627.224	2717171.752	680.9032	43.3985	108.4236	259.3874917	237.2592	1710.2128	202.5222	13927.9	454.8621	238.7051	226.1373	39582.64
TRT	Trinidad-Tobago	SOUTHERN AMERICA	2.99047619	1	69410.27778	37.02511	NewWorld	Neotropics	-5910052.604	1328207.974	2074.7099	44.3713	213.1716	257.3692833	247.6127	634.2635	201.5574	13243.9	2219.2986	231.2407	-145.9254	69410.27778
URU	Uruguay	SOUTHERN AMERICA	2.607142857	1	70301.95854	44.30804	NewWorld	Neotropics	-5404738.005	-3962381.11	1220.0032	13.1736	259.8215	175.1952833	120.6576	4391.5259	66.1628	7077.88	1004.2684	150.4451	215.709	70301.95854
VEN	Venezuela	SOUTHERN AMERICA	2.637864078	1	70509.92703	44.87365	NewWorld	Neotropics	-6383890.548	903589.8219	1942.052	60.2252	152.4303	255.90845	248.559	561.9072	194.7048	9815.26	1348.24	236.417	593.2458	70509.92703
WIN	Windward Is.	SOUTHERN AMERICA	2.415	1	20100.56757	33.23	NewWorld	Neotropics	-5885218.245	1779735.374	2208.9374	38.6282	287.5216	247.7458417	234.6365	898.6023	194.7355	17745.8	1875.8999	223.8924	321.6072	20100.56757
COO	Cook Is.	PACIFIC	2.35	1	34731.25	40.45238	NewWorld	Oceania	-15321331.79	-2582240.337	2038.4304	36.6065	315.5278	241.69445	223.4769	1436.0648	196.2824	14332.5	3108.7126	227.3603	-1095.787	34731.25
CRL	Caroline Is.	PACIFIC	4.0575	1	44025.5345	28.26458	OWEast	Oceania	14156918.38	917332.803	4255.0856	20.0081	777.9863	269.7627	267.2772	183.6446	231.1329	14220.2	4322.2412	255.8	-166.6729	44025.5345
CTM	Chatham Is.	AUSTRALASIA	1.3	1	4731.295	56.60228	OWEast	Oceania	-17030146.3	-5084714.718	938.4941	22.6794	184.91	112.0514167	81.1312	2469.9546	49.1101	16270.5	693.9219	96.6843	240.5524	4731.295
FIJ	Fiji	PACIFIC	2.513043478	1	11619.3905	35.5237	OWEast	Oceania	15514595.52	-2193979.881	2567.4195	41.1563	343.2778	241.1942	224.4021	1241.9196	195.4105	15167.7	2923.968	225.0443	-384.244	11619.3905
HAW	Hawaii	PACIFIC	3.210869565	1	14706.3125	40.78292	NewWorld	Oceania	-15087896.31	2533127.508	1709.9573	34.6634	292.5613	182.7378667	167.1754	1231.6522	121.1654	13963.2	1405.1193	174.634	305.7055	14706.3125
MRN	Marianas	PACIFIC	1.125	1	3150.6	43.06078	OWEast	Oceania	14009200.9	1876756.524	2210.2215	50.3105	271.4934	264.7355	255.7224	569.8353	227.5807	14755.2	4702.5806	252.1339	-2660.3838	3150.6
MRQ	Marquesas	PACIFIC	2.5	1	47312.565	43.42822	NewWorld	Oceania	-13468241.06	-1189441.233	1367.5966	28.6014	230.5138	250.5128				15709.4	2050.689	241.5721	-698.1594	47312.565
NWC	New Caledonia	PACIFIC	1.994166667	1	1758.104167	46.99026	OWEast	Oceania	15984779.16	-2655664.69	1619.962	44.5139	216.1488	218.3907333	188.7744	2241.6248	148.8329	12237.2	1350.8657	196.879	274.4574	1758.104167
NZN	New Zealand North	AUSTRALASIA	1.3	1	4700.3125	50.67356	OWEast	Oceania	16954527.69	-4561183.816	1617.7979	18.1893	322.5815	126.1758083	82.4355	3378.5037	36.6749	14131.8	1137.9276	100.2743	476.2667	4700.3125
NZS	New Zealand South	AUSTRALASIA	1.3	1	3106.854624	56.83148	OWEast	Oceania	16452989.35	-5084847.047	1694.6089	13.8016	361.0711	85.04896667	33.8379	3786.7017	-11.4289	8557.06	1547.7229	57.5181	135.5287	3106.854624
OGA	Ogasawara-shoto	ASIA-TEMPERATE	2.25	1	15397.24809	55.06667	OWEast	Oceania	13712423.61	3322237.204	1350.5238	26.1111	201.6667	228.1534333	179.1746	3662.873	150.6349	13085.8	1453.4951	206.8835	-105.873	13546.646
SAM	Samoa	PACIFIC	4.089285714	1	40895	32.89418	OWEast	Oceania	-16598763.33	-1743529.645	3835.3866	41.7211	488.4552	245.9939333	239.4436	427.8491	215.1258	15637	5270.0352	234.2381	-1498.1071	40895
SCZ	Santa Cruz Is.	PACIFIC	4.94	1	31267.1	36.23037	OWEast	Oceania	16038299.15	-1393841.087	4779.4719	11.5065	1054.9381	260.5601833	253.4086	456.0978	225.4	14176.6	5936.9028	248.6864	-1202.3267	31267.1
SOL	Solomon Is.	ASIA-TROPICAL	2.616447368	1	590	31.51783	OWEast	Oceania	15276858.78	-1034940.432	3278.6606	23.5255	653.1301	252.9757833	246.3578	431.8232	212.1676	14044.6	3527.4871	236.6826	-251.8594	590
TOK	Tokelau-Manihiki	PACIFIC	0.95	1	4731.8425	35	NewWorld	Oceania	-15886723.81	-1240603.145	2472	32.35	415.8	275.5916667	272.1	255.9	243.7	10803.2	2904.1707	263.1951	-659.6	4731.8425
TON	Tonga	PACIFIC	3.525	1	17312.962	43.02699	OWEast	Oceania	-16868016.99	-2496549.768	1844.1112	31.5806	305.9	239.9271833	220.5292	1498.8472	192.4444	14200.3	2011.1912	221.6985	-171.6792	17312.962
TUA	Tuamotu	PACIFIC	2.375	1	4731.8425	45.87981	NewWorld	Oceania	-14016204.35	-2017619.838	1577.7227	38.9022	215.663	265.8962455				9423.9	2200.9917	255.1139	-627.0761	4731.8425
VAN	Vanuatu	PACIFIC	3.572222222	1	12205.7	36.72329	OWEast	Oceania	16180739.12	-2038093.672	2632.3738	35.4459	400.4848	236.8452583	221.6763	1129.0815	189.511	16303.5	3128.6968	219.9866	-509.1913	12205.7
WAL	Wallis-Futuna Is.	PACIFIC	7	1	4731.8425	39.98936	OWEast	Oceania	-17091765.62	-1741837.064	3235.1755	24.1069	527.9771	267.7271167	260.542	463.7863	234.4504	13676.5	3966.3762	254.1422	-739.458	4731.8425
ALG	Algeria	AFRICA	2.23	1	27212.84946	42.22218	OWWest	Palearctic	254472.4283	3425082.508	79.9964	66.9825	6.1152	229.4684917	131.4124	7508.1387	50.4962	2043.96	126.1846	213.5089	-46.1239	27212.84946
BAL	Baleares	EUROPE	2.23	1	18866.24	40.13033	OWWest	Palearctic	279543.8745	4663445.719	587.5293	48.6946	50.5468	162.0914417	102.7507	5108.7637	62.6722	9895.35	691.1954	135.9776	-105.8708	18866.24
CHT	Tibet	ASIA-TEMPERATE	2.08	1	17981.59296	54.53968	OWEast	Palearctic	8506565.984	3839654.186	293.6396	107.0332	10.6006	-24.485825	-118.5102	7309.8481	-205.9183	946.724	249.9431	-55.4168	43.6717	17981.59296
CNY	Canary Is.	AFRICA	1.75	1	162534.569	43.40122	OWEast	Palearctic	-1512852.293	3472869.897	290.1087	86.3717	3.6446	174.5324833	141.9042	2817.6021	107.1896	8826.33	458.6339	160.6015	-172.1173	162534.569
EAI	East Aegean Is.	ASIA-TEMPERATE	1.5	1	8094.072222	41.89034	OWWest	Palearctic	2574834.75	4487545.212	706.7085	86.0629	16.3874	166.8277	97.0912	5824.8198	61.0273	5745.18	605.4345	134.2474	98.7034	8094.072222
EGY	Egypt	AFRICA	5.25	1	178850.5793	41.70087	OWWest	Palearctic	2860446.402	3230301.643	12.5036	43.0055	0.0218	221.690175	140.2079	5878.7417	57.4515	4635.52	44.4515	197.8508	-31.9135	178850.5793
FRA	France	EUROPE	2.23	1	23366.87617	41.28527	OWWest	Palearctic	236770.1471	5315961.866	816.9275	15.8959	168.6126	104.4435583	33.1214	5546.5928	-4.1468	6819.79	913.9269	49.2041	-96.9276	23366.87617
GST	Gulf States	ASIA-TEMPERATE	7	1	50113.214	48.82223	OWEast	Palearctic	5198249.602	2988246.968	74.1131	123.9848	0.2603	270.2638167	194.7596	5505.6187	131.8194	213.248	117.7292	229.7168	-43.6283	50113.214
IRN	Iran	ASIA-TEMPERATE	7	1	30986.93822	43.03589	OWEast	Palearctic	5247152.095	3918696.561	212.1381	85.2813	5.9265	169.4155667	62.2093	8167.2915	-10.0503	1374.44	244.7	127.7438	-32.5981	34857.432
IRQ	Iraq	ASIA-TEMPERATE	7	1	40459.43272	37.92863	OWEast	Palearctic	4224827.942	3984108.654	206.2619	87.5482	0.1036	214.493725	99.1296	8771.1943	32.746	776.033	243.8748	180.2421	-37.5786	40459.43272
ITA	Italy	EUROPE	2.23	1	20619.17609	37.57291	OWWest	Palearctic	1179939.316	5033898.654	863.682	28.0568	143.6187	115.0220833	35.3384	6339.3569	-3.9807	6422.04	934.8621	70.7769	-72.7514	20619.17609
JAP	Japan	ASIA-TEMPERATE	3	1	17282.43529	40.86965	OWEast	Palearctic	13300579.79	4438365.568	1691.1136	38.296	232.2407	105.0527833	-2.4253	8448.8096	-54.2894	7815.64	1051.1343	23.8704	643.5599	17282.43529
KRI	Kriti	EUROPE	1.5	1	1249851.417	39.95166	OWWest	Palearctic	2397221.778	4222545.098	769.9486	83.8193	12.3353	163.5514167	100.3197	5196.6304	68.6704	7706.24	627.3956	134.5166	139.4025	1249851.417
LBY	Libya	AFRICA	4.115	1	32859.16807	43.30957	OWWest	Palearctic	1741645.693	3312637.617	30.9719	49.7274	0.2043	216.6814833	130.1435	6251.1104	48.3378	1130.98	39.1463	200.1219	-8.0972	32859.16807
MOR	Morocco	AFRICA	2.23	1	25158.1995	41.05262	OWWest	Palearctic	-613201.1962	3858859.387	318.586	62.7192	13.7932	170.7353167	97.1225	5901.8403	26.9642	2587.74	708.7327	154.6282	-390.2192	25158.1995
OMA	Oman	ASIA-TEMPERATE	7	1	55011.214	44.57102	OWEast	Palearctic	5412476.436	2568597.697	59.21	95.5488	3.1237	263.0847167	205.0451	4134.2793	143.7023	1504.65	62.2427	227.4718	-2.929	55011.214
PAL	Palestine	ASIA-TEMPERATE	6	1	58157.2229	40.40488	OWEast	Palearctic	3509351.126	3801129.431	152.081	88.5716	0.0003	186.5592833	99.3474	6445.5527	35.1625	2161.14	217.9557	160.3291	-64.7079	58157.2229
POR	Portugal	EUROPE	2.23	1	15319.80171	48.00263	OWWest	Palearctic	-768603.4159	4672744.836	845.7685	56.2646	52.2389	149.4323417	89.7743	4864.3091	49.9544	6084.66	1275.3416	125.5968	-429.7627	15319.80171
SAR	Sardegna	EUROPE	2.23	1	1408696.85	50.87973	OWWest	Palearctic	878516.2782	4915534.51	730.5892	42.8001	73.9267	126.6793417	66.8716	5123.6445	36.0981	9624.56	780.1116	95.9107	-53.7894	1408696.85
SAU	Saudi Arabia	ASIA-TEMPERATE	4.05	1	2347.261793	46.90629	OWEast	Palearctic	4308007.396	2959712.924	94.0113	97.6426	1.7315	245.612025	158.2465	6460.2993	85.9102	605.52	132.7061	215.0607	-38.7275	2347.261793
SIC	Sicilia	EUROPE	2.23	1	20917.86021	37.66211	OWWest	Palearctic	1365035.034	4463429.834	518.7434	60.016	28.5502	156.580175	92.8559	5470.8306	58.4158	6286	515.5149	127.8169	2.9238	20917.86021
SIN	Sinai	ASIA-TEMPERATE	6.5	1	39020.9706	47.67743	OWWest	Palearctic	3258259.469	3624807.819	46.2592	80.8472	0.0103	188.61075	117.5672	5279.3828	59.1123	1259.86	78.6389	163.8009	-32.204	39020.9706
SPA	Spain	EUROPE	2.23	1	28673.07592	42.26112	OWWest	Palearctic	-343136.3533	4737686.214	614.3222	37.0192	80.0428	130.1395083	59.0264	5867.5928	12.6393	5102.4	942.689	104.7586	-327.6891	28673.07592
TUN	Tunisia	AFRICA	2.23	1	31410.31955	42.09021	OWWest	Palearctic	922720.0944	4099684.726	224.5003	54.022	14.9003	191.1198583	104.6075	6748.1187	44.8581	2665.3	289.3032	180.4649	-64.6212	31410.31955
TUR	Turkey	ASIA-TEMPERATE	1.5	1	11716.58577	37.41589	OWEast	Palearctic	3418125.125	4603198.238	591.9836	51.9941	45.2973	106.9453083	7.374	7669.9731	-44.5934	3505.09	500.0822	61.472	92.4697	11716.58577
YEM	Yemen	ASIA-TEMPERATE	3.24	1	34220.99129	46.42159	OWEast	Palearctic	4588700.443	1993687.468	116.7778	82.0721	6.3329	228.7627583	184.8407	3313.3989	116.6872	1755.59	188.2471	195.7934	-71.6518	34220.99129
