"LEVEL_3_CO","meanFruitLength","curr_meanBodySize","presNat_meanBodySize","ID","LEVEL_NAME","REGION_NAM","CONTINENT","THREEREALM","REALM_LONG","NEOPALEO","AREA_M2","AREA_KM2","PERIMETER","LAT","LONG","X_COORD","Y_COORD","ISISLAND","PALMSR","PalmPresAbs","srtm_alt_mean","srtm_alt_median","srtm_alt_min","srtm_alt_max","alt_min0","alt_range","soilcount","PREC_Sum","PREC_CV","P_drie_quart","Tmean_mean","T_cold_quart","Temp_SD","Tmin_cold_month","GPP_mean","GPP_median","GPP_min","GPP_max","GPP_range","GPP_SD","NPP_mean","NPP_median","NPP_min","NPP_max","NPP_range","NPP_SD","GeologicalOrigin","Geology_3categ","DistToCont_m","DistToCont_km","NearestMainland","ensLGM_Pmean","ensLGM_Tmean","ensLGM_Pano","ensLGM_Tano","ccLGM_Tmean","ccLGM_Pmean","miLGM_Tmean","miLGM_Pmean","ccAnoTmean","ccAnoTmedian","miAnoTmean","miAnoTmedian","ccAnoPmean","ccAnoPmedian","miAnoPmean","miAnoPmedian","PLIO_PREC_30s","PLIO_TEMP_30s","PLIO_P_ANOM","PLIO_T_ANOM","Plio_Wmm_mean","Plio_Cmm_mean","Mio_Prec_Mean","Mio_Temp_Mean","VelocityMean","VelocityMedian","VelocityMeanLog","CH_Extent","CH_Mean","CH_Range","CH_CV","CH_Min","CH_Max","CH_Median","CH_SD","CH_Majority","CH_Sum","CH_Variety","CH_PercCover","CH_PercQuart4","PC1","PC2","PC3"
"CUB",1.46162790697674,432.977777777778,394.254545454545,86,"Cuba","Caribbean","SOUTHERN AMERICA","NewWorld","Neotropics","New World",1.09976e+11,109976.4105,4453661.788,21.62013286,-79.0352374,-7624461.358,2693739.889,1,85,1,101.15,52,-10,1748,0,1748,9,1331.4251,59.5545,109.3175,250.2716833,223.487,1886.2981,167.0317,18994.4,16750,0,42178,42178,7823.38,9574.96,8588,799,21616,20817,3062.94,"continental","continental",158159.6334,158.1596334,"FLA",1063.1346,227.2442,267.2064,23.1709,233.7406,1049.4823,221.1967,1077.4087,16.6624,17,29.1918,29,281.6098,324,252.2466,237,2342.57,293.509,-1007.39,-43.2022,32.0133,24.61,4.92971,29.4783,2.050239153,1.799201071,0.233873377,1,24.0513,51,0.320200987,1,52,25,7.70125,26,1721640,47,0.174888407,0.105741252,1.34398997409519,0.713652807199038,0.268197998433357
"CVI",2,NA,NA,87,"Cape Verde","Macaronesia","AFRICA","OWEast","Afrotropics","Old World",3525222596,3525.222596,577256.2536,15.98732287,-24.10306511,-2325434.666,2013206.708,1,1,1,387.7881,227,-11,2517,0,2517,2,258.644,152.1563,0.2153,215.9931417,196.1653,1586.9688,164.2657,4685.89,3877,0,25034,25034,4884.72,4602.84,4121,1094,15268,14174,2311.89,"volcanic","volcanic",521495.6324,521.4956324,"SEN",282.9867,189.283,-28.3245,27.4384,197.615,195.4444,180.4046,372.7061,18.6879,19,36.0299,37,60.968,60,-119.6561,-75,201.454,266.375,56.2731,-50.2415,0,0,0.814,26.107,5.509874728,5.606873035,0.636197803,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399861116989251,3.41523008915736,-1.01827702994042
"DJI",2.8,25367.7347826087,216664.330434783,92,"Djibouti","Northeast Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",21434638321,21434.63832,806928.4069,11.7498128,42.5779403,4108159.536,1488623.804,0,3,1,446.0225,428,-183,1840,0,1840,4,172.2284,55.4232,22.456,280.4073917,235.2235,3628.8394,187.4578,284.034,0,0,12900,12900,946.708,1389.02,1254,685,6232,5547,557.607,"mainland","mainland",NA,NA,"",241.0686,247.328,-69.2467,33.2069,238.6878,140.4155,256.415,342.0222,41.8685,42,24.1722,24,31.4837,30,-170.7901,-153,822.702,293.019,-650.579,-12.5839,32.555,23,2.1,26.464,59.29931599,60.22467613,1.762853248,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55618181408992,1.55124338643943,1.30436136360296
"DOM",1.49086956521739,348.1625,618.663636363636,93,"Dominican Republic","Caribbean","SOUTHERN AMERICA","NewWorld","Neotropics","New World",48417936749,48417.93675,1438436.729,18.89309386,-70.48543447,-6800853.492,2367679.913,1,22,1,397.8102,191,-44,2967,0,2967,7,1366.5316,43.5999,168.8491,239.827725,221.412,1277.7266,162.1447,22361.6,21487,0,40546,40546,7942.15,11308.8,11200,997,21107,20110,3393.81,"continental","continental",626006.4173,626.0064173,"CLM",880.1769,215.7032,486.4282,24.4116,222.7899,773.2239,209.1015,987.7926,17.358,18,31.0217,31,593.3293,593,379.5154,382,985.874,296.487,382.468,-56.7021,30.5333,27.2933,4.086,29.382,2.174236655,1.749363065,0.243944469,1,19.8836,50,0.419842483,2,52,18,8.34798,18,1207330,43,0.342853271,0.105154092,1.48943962488537,0.112289825624127,0.544376251649888
"EAI",1.5,27162.7,27162.7,95,"East Aegean Is.","Western Asia","ASIA-TEMPERATE","OWWest","Palearctic","Old World",6556399168,6556.399168,1364020.858,37.83826138,26.67222629,2574834.75,4487545.212,1,1,1,221.712,170,-11,1407,0,1407,5,706.7085,86.0629,16.3874,166.8277,97.0912,5824.8198,61.0273,8480.27,8764,0,25339,25339,4816.51,5745.18,5001,560,15107,14547,2577.49,"continental","continental",5762.465649,5.762465649,"TUR",605.4345,134.2474,98.7034,33.7243,133.9266,484.3867,134.8302,728.0286,33.9137,34,33.4452,33,219.6023,179,-23.7472,-20,1177.76,199.838,-472.201,-32.5484,0,0,1.724,24.059,NA,NA,NA,1,21.2557,41,0.142645973,2,43,21,3.03204,21,21447,8,0.035237829,0.008207027,-0.479410641118676,1.38988852724873,-0.298485179800069
"ECU",2.26399206349206,4787.51084337349,4787.51084337349,97,"Ecuador","Western South America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",2.47906e+11,247905.7816,3192720.445,-1.452912352,-78.39320786,-7563839.236,-185152.2991,0,130,1,1083.2052,385,-21,6169,0,6169,12,2040.7311,49.4803,308.4297,208.5377667,201.2064,529.4907,152.1799,20204.4,23327,0,34548,34548,7912.21,9982.81,9925,0,18405,18405,3772.24,"mainland","mainland",NA,NA,"",1805.6804,191.2352,232.0734,17.4498,194.6292,1901.2611,188.2907,1710.8876,14.0405,14,20.4524,20,136.5642,82,327.7223,283,7367.06,267.496,-5328.8,-58.8749,26.964,25.686,1.98108,25.3324,0.757296741,0.757296741,-0.120733912,1,19.4683,51,0.405276783,1,52,18,7.89005,16,10471800,48,0.625712647,0.199338798,1.97282103266982,-0.726955293304322,-0.310400176265382
"EGY",5.25,8372.28571428571,268555.589473684,98,"Egypt","Northern Africa","AFRICA","OWWest","Palearctic","Old World",9.4175e+11,941750.058,4891068.489,26.29498851,29.63061336,2860446.402,3230301.643,0,2,1,286.7352,249,-131,1929,0,1929,10,12.5036,43.0055,0.0218,221.690175,140.2079,5878.7417,57.4515,401.723,0,0,31062,31062,2124.45,4635.52,5220,0,17653,17653,2567.17,"mainland","mainland",NA,NA,"",44.4515,197.8508,-31.9135,23.8831,202.4965,30.394,193.6972,58.7078,19.2362,18,28.0379,27,-17.8665,0,-46.1514,-50,44.0169,284.233,-31.4061,-62.5074,35.197,15.8169,0.496137,29.7494,2.597761225,1.372103572,0.117140794,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.469034856502836,1.09159936711825,1.37931571661767
"EHM",2.32037037037037,50828.7527027027,95824.4,99,"East Himalaya","Indian Subcontinent","ASIA-TROPICAL","OWEast","IndoMalay","Old World",1.32664e+11,132663.5477,3284385.137,27.77772472,92.89621011,8962388.071,3409075.729,0,22,1,2284.9653,2114,-6,7332,0,7332,13,1755.7704,93.8096,34.7641,128.5977083,60.9972,4875.5405,-19.3451,14100.4,14751,0,28003,28003,7689.31,8721.46,9002,0,15924,15924,4111.04,"mainland","mainland",NA,NA,"",1742.0588,98.9844,13.3514,29.7256,111.4357,1579.7886,87.031,1904.198,17.2625,18,41.8009,42,174.9145,125,-145.2947,-43,4217.15,132.771,-2459.54,-3.88155,21.045,4.182,3.66075,12.4831,6.063094122,6.187015057,0.740510937,1,39.0494,36,0.106075381,11,47,40,4.14218,41,13301000,32,0.657353103,0.653269493,-0.101008366864954,0.872050195901637,-1.33966025670521
"ELS",2.32666666666667,5557.4884057971,5557.4884057971,100,"El Salvador","Central America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",20584898220,20584.89822,801088.8701,13.73614532,-88.86560674,-8574279.162,1736003.49,0,12,1,437.458,388,-6,2309,0,2309,4,1839.6918,92.0335,13.7531,243.509625,233.8568,823.526,165.837,22813.8,21263,0,39934,39934,6705.68,11194.6,10353,1183,19904,18721,2775.37,"mainland","mainland",NA,NA,"",1813.9515,224.7998,25.338,18.8177,226.1612,2285.1606,223.8214,1345.2124,17.4111,18,19.709,20,-444.8587,-457,495.481,486,531.718,310.199,1307.03,-66.586,31.92,29.21,4.49,22.802,0.759474865,0.431185395,-0.282423931,1,23.4014,41,0.288257967,3,44,23,6.74564,23,250325,27,0.145759525,0.090805036,1.56686764128355,1.56734306839052,-0.671050224026342
"EQG",2.79666666666667,70137.1225352113,70137.1225352113,101,"Equatorial Guinea","West-Central Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",24894497052,24894.49705,706298.6372,1.567924247,10.47599925,1010789.527,199990.807,0,15,1,478.2166,578,-1,1212,0,1212,4,2211.0601,57.3405,177.7561,232.2347833,221.1411,757.8147,177.4492,22436.4,23029,0,28063,28063,3132.8,10155.1,10110,1169,12966,11797,1102.35,"mainland","mainland",NA,NA,"",2162.748,209.2617,49.7579,23.0988,209.7331,2274.7207,209.2416,2051.2173,22.6112,23,23.0691,23,-62.5323,-64,162.0799,181,8044.91,276.236,-5827.31,-43.8678,27.31,25.93,5.382,25.438,1.151635019,0.878990352,-0.011658011,1,20.609,33,0.171327575,3,36,21,3.53089,21,1688190,30,0.949684076,0.258002435,1.96671114186074,-0.0241866410745487,-0.390662581462021
"ERI",3.95,194788.86,202897.633333333,102,"Eritrea","Northeast Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",1.21036e+11,121035.603,2870910.682,15.35884102,38.85292555,3749294.395,1935430.219,0,2,1,770.1595,663,-120,2955,0,2955,13,354.3161,94.1755,19.8283,261.6556167,230.1741,2410.2207,158.0974,2144.1,2066,0,18915,18915,2312.65,1888.06,1605,17,8781,8764,1010.72,"mainland","mainland",NA,NA,"",295.7959,218.097,57.6219,43.8736,204.6938,240.265,232.0304,351.6384,57.3265,59,29.9212,30,113.1352,95,1.3701,41,689.929,295.641,-336.79,-33.8995,33.046,23.716,3.999,23.8423,4.569938772,4.040097713,0.604004531,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701563161638501,2.25284270696212,0.306068161027636
"ETH",6.58,106661.943396226,108709.705769231,103,"Ethiopia","Northeast Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",1.12753e+12,1127530.93,5142808.709,8.626139271,39.61601894,3822845.317,1092749.337,0,5,1,1258.1199,1149,-202,4459,0,4459,19,795.2946,92.4321,32.8184,227.1784083,211.7769,1252.647,133.5608,9343.88,8870,0,34229,34229,6611.45,5566.99,5297,23,20618,20595,3595.57,"mainland","mainland",NA,NA,"",755.6603,194.0853,39.6157,33.1354,186.4767,482.5069,202.1922,1029.3933,40.7429,40,25.0251,25,312.7999,164,-234.081,-197,2453.44,240.361,-1658.18,-13.1388,25.3515,21.089,3.08185,22.7465,3.871410087,2.599690318,0.448785157,1,15.7477,37,0.329260781,1,38,17,5.1851,18,2700690,36,0.043358599,0.002429121,0.864793201131863,1.87445110341553,-0.0195628955772287
"FIJ",2.57,157.975,157.975,105,"Fiji","Southwestern Pacific","PACIFIC","OWEast","Oceania","Old World",19318748435,19318.74844,2194439.926,-17.46392922,160.792175,15514595.52,-2193979.881,1,23,1,220.2131,156,-16,1197,0,1197,3,2567.4195,41.1563,343.2778,241.1942,224.4021,1241.9196,195.4105,29495.8,32901,0,40035,40035,9333.51,15167.7,15704,983,20498,19515,3032.62,"mixed","continental",2446986.166,2446.986166,"QLD",2923.968,225.0443,-384.244,17.0466,228.5677,3181.8894,222.0251,2668.3196,13.4791,14,20.1503,21,-644.0673,-686,-125.5595,-120,4133.01,277.9,-1567.54,-36.7727,29.26,25.61,11.575,29.373,3.707598003,3.222757697,0.521394531,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45190844999427,-1.16672126436603,-0.498785676568847
"FLA",1.18090909090909,13310.5777777778,12511.34,107,"Florida","Southeastern U.S.A.","NORTHERN AMERICA","NewWorld","Nearctic","New World",1.46582e+11,146581.8379,4673101.555,28.65142195,-82.48405094,-7956616.186,3504145.439,0,12,1,23.8511,20,-11,108,0,108,6,1348.5449,43.8293,195.3804,213.0033667,147.6327,4840.4814,77.629,16983.6,16700,0,38626,38626,7726.78,9708.75,8934,850,20375,19525,3043.11,"mainland","mainland",NA,NA,"",1165.4214,153.6807,182.758,59.5193,131.529,1288.7794,176.3193,1042.6422,81.7335,76,36.8186,32,59.5185,89,305.3156,369,3235.44,238.867,-1887.03,-25.7099,30.0594,14.3669,3.335,26.4667,45.54568055,42.09034157,1.607225667,1,20.1819,62,0.339153895,1,63,22,6.84477,24,1369520,35,0.117579076,0.058532232,0.696255058592285,-0.25974065839406,0.176628709515969
"FRA",1.3,23353.7769230769,22557.0785714286,109,"France","Southwestern Europe","EUROPE","OWWest","Palearctic","Old World",5.39593e+11,539593.4636,5933689.493,46.63235254,2.4497693,236770.1471,5315961.866,0,1,1,335.4859,190,-11,3716,0,3716,16,816.9275,15.8959,168.6126,104.4435583,33.1214,5546.5928,-4.1468,11285.2,11048,0,32849,32849,4088.19,6819.79,6415,93,20767,20674,1855.95,"mainland","mainland",NA,NA,"",913.9269,49.2041,-96.9276,55.309,21.7941,855.3474,77.1142,972.9494,82.7168,78,27.3903,26,-38.4088,-8,-155.8371,-144,3087.76,132.299,-2271.21,-27.7599,20.7126,7.06167,2.8591,17.0662,4.592835307,3.803015351,0.615314922,1,21.881,58,0.232539189,1,59,22,5.08819,23,15222700,48,0.257113714,0.124735479,-0.644086256716478,-0.984315427633024,0.855478436065433
"FRG",2.47482142857143,4513.07741935484,4513.07741935484,110,"French Guiana","Northern South America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",83625427092,83625.42709,1408646.686,3.924388201,-53.24126696,-5137050.546,500088.7259,0,61,1,136.6506,135,-4,819,0,819,5,2696.7326,45.7286,260.0917,253.9722417,247.2973,508.8979,203.8441,24230.5,24182,0,38731,38731,2834.75,9736.19,9656,618,19233,18615,1313.91,"mainland","mainland",NA,NA,"",2362.7993,223.4387,334.1948,30.5993,225.2533,2250.5671,222.1083,2475.6458,28.7881,29,31.9313,32,446.4141,432,221.229,251,964.857,297.68,1732.15,-43.6867,30.3867,28.2583,0.838,31.5955,10.18644166,9.789405823,0.846995275,1,22.8616,51,0.132046751,1,52,23,3.0188,23,6340380,44,0.954636045,0.541489827,2.59351839440196,-0.705837560737377,-0.498047353611373
"GAB",3.40961538461538,69490.0069444444,69490.0069444444,111,"Gabon","West-Central Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",2.60692e+11,260691.6698,3694836.689,-0.590677968,11.79715762,1138269.165,-75292.49016,0,25,1,379.8179,433,-41,1011,0,1011,4,1853.7448,64.3638,58.1333,244.9649083,229.1587,1014.0851,180.9413,22502.1,23799,0,32227,32227,5343.97,10765.4,11203,781,16215,15434,1922.97,"mainland","mainland",NA,NA,"",1581.1606,222.8628,274.2082,22.1721,224.3738,1408.5898,221.823,1754.2446,20.6492,21,23.202,24,446.8159,470,101.2356,116,7484.52,278.776,-5624.34,-33.7157,28.485,26.991,4.45707,26.8158,7.940219446,7.96679163,0.875556643,1,20.7917,46,0.179257588,1,47,21,3.72707,22,16993100,44,0.904296881,0.287850674,1.61630129764195,0.802756668544479,-0.115467809329104
"GAM",6.665,29917.7315789474,145702.513157895,113,"Gambia, The","West Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",10715598526,10715.59853,1129129.861,13.4529444,-15.3856196,-1484515.656,1700904.366,0,6,1,23.404,22,-2,58,0,58,4,798.0483,136.865,8e-04,272.1166,246.7194,1853.0884,149.7875,6174.3,6239,0,21803,21803,2318.47,1880.15,1907,0,7252,7252,1111.99,"mainland","mainland",NA,NA,"",1055.5454,244.8664,-256.9008,27.2268,248.0994,820.535,242.1832,1290.5288,24.0256,24,29.8603,31,-21.8281,-25,-492.3894,-474,882.898,312.906,-85.359,-40.9174,32.045,27.33,0,0,0.617739936,0.347373605,-0.404715984,1,4.01763,30,0.808917197,1,31,3,3.24993,3,18690,8,0.121901368,0.00070751,1.08058264363405,3.08506094272677,-0.906636062924965
"GEO",1.71666666666667,6396.245,6086.35454545455,114,"Georgia","Southeastern U.S.A.","NORTHERN AMERICA","NewWorld","Nearctic","New World",1.5247e+11,152470.2145,1856085.849,32.65409017,-83.4466779,-8050969.866,3946500.29,0,3,1,160.0584,113,-35,1452,0,1452,7,1283.275,21.5144,236.5005,174.3038083,84.5605,6735.4653,12.0006,15276.2,15145,0,36374,36374,5368.27,7503.57,7016,939,20258,19319,2354.55,"mainland","mainland",NA,NA,"",1422.2817,58.3039,-139.3359,116.1353,12.5837,1396.4474,104.5181,1448.6945,161.8512,161,69.9326,66,-113.2217,-123,-166.0844,-169,3322.75,190.313,-2039.44,-15.9435,29.465,6.675,3.4475,22.5355,7.373349462,7.394785881,0.857187913,1,20.3581,61,0.245457582,2,63,20,4.99705,18,4639010,41,0.364446655,0.094285184,0.0897250399969595,-1.10878106919713,0.427471214894927
"GGI",5.71875,2472.21666666667,2472.21666666667,116,"Gulf of Guinea Is.","West-Central Tropical Africa","AFRICA","OWEast","Afrotropics","Old World",3193331028,3193.331028,395960.5728,2.369331633,7.97621565,769517.011,301930.9089,1,5,1,543.559,386,-12,2867,0,2867,3,2435.9354,57.0881,140.9997,217.0715167,206.4531,732.3149,170.6724,18569.7,22880,0,36829,36829,14005.1,13745.6,14747,1034,18077,17043,3121.57,"volcanic","volcanic",40131.46742,40.13146742,"CMN",2422.1001,199.0319,23.1459,20.926,198.5982,1948.8773,198.9233,2899.6855,20.8852,22,21.2041,22,500.6188,582,-455.3643,-438,10023.3,304.53,-7586.43,-87.672,0,0,0,0,25.77491181,16.46968365,1.27421042,1,20.1848,37,0.295717074,4,41,20,5.96899,20,114569,30,0.511858599,0.131391469,1.88926787730489,-0.0451528549743562,-0.548846989867825
"GHA",5.04705882352941,65522.2275,74019.99875,117,"Ghana","West Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",2.39033e+11,239032.7567,2603867.967,7.959643822,-1.207046189,-116471.2668,1010982.69,0,19,1,180.1014,162,-20,882,0,882,12,1246.2762,69.1825,60.2673,269.3486333,252.5171,1307.3276,199.9388,14541.2,13057,0,34933,34933,7092.7,6648.68,6298,173,17063,16890,2632.06,"mainland","mainland",NA,NA,"",2083.0042,244.4784,-836.4733,24.9085,235.8487,1362.9124,253.5801,2803.5571,33.5467,34,15.8053,16,-116.8717,-98,-1556.3062,-1468,4599.27,299.979,-3351.97,-30.596,31.9705,27.0233,4.615,27.5486,0.380497903,0.238964096,-0.521038619,1,15.0986,43,0.306968858,1,44,15,4.6348,15,2936370,34,0.232468628,0.011888796,1.47624987230137,1.25983184097536,0.277694161540998
"GNB",6.35,126612.902272727,129553.241860465,119,"Guinea-Bissau","West Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",33969030247,33969.03025,2153087.564,12.0161983,-14.98748401,-1446104.068,1521918.431,0,6,1,38.1966,34,-9,272,0,272,5,1687.2327,127.1105,0.154,266.0626083,247.2263,1495.403,162.0337,10511.3,9816,0,37308,37308,4713.57,2725.91,2231,0,18530,18530,2044.67,"mainland","mainland",NA,NA,"",2214.1035,240.3487,-514.5996,25.6996,242.0508,1711.9377,239.1349,2716.2559,24.024,24,26.8309,27,-13.0453,-22,-1016.6055,-1003,1461.98,309.25,235.295,-43.2615,32.78,28.03,5.744,27.302,NA,NA,NA,1,12.481,28,0.477589135,1,29,12,5.96079,12,145204,25,0.096737983,0.009803514,1.54576457246872,2.47996071253811,-1.32682214886487
"GST",4.15,15468.525,15468.525,123,"Gulf States","Arabian Peninsula","ASIA-TEMPERATE","OWEast","Palearctic","Old World",82412416280,82412.41628,2670001.88,24.12052069,53.87450825,5198249.602,2988246.968,0,2,1,103.3848,98,-24,1800,0,1800,5,74.1131,123.9848,0.2603,270.2638167,194.7596,5505.6187,131.8194,27.2754,0,0,6968,6968,223.249,213.248,9,0,2323,2323,441.67,"mainland","mainland",NA,NA,"",117.7292,229.7168,-43.6283,40.5968,224.1777,52.6512,235.76,183.3266,46.14,47,34.5842,35,21.4073,18,-109.1906,-109,132.746,332.384,-58.6139,-62.2359,41.234,19.24,1.07133,29.1197,1.713628047,1.050120771,0.097252861,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0602455636571188,2.96258190198278,-0.349493600074547
"GUA",1.38031746031746,4801.02727272727,4801.02727272727,124,"Guatemala","Central America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",1.08993e+11,108992.6391,1814768.027,15.7023026,-90.3569493,-8718323.129,1977858.307,0,66,1,739.552,330,-12,4157,0,4157,10,1996.5117,67.7846,128.6212,229.1275667,210.1463,1312.9368,154.2216,24780.9,28239,0,35176,35176,6750.13,12202.5,11977,192,18047,17855,2878.35,"mainland","mainland",NA,NA,"",2137.1658,209.1328,-140.801,20.0706,207.8419,2700.4956,210.926,1574.2745,21.3685,22,18.2425,18,-704.1496,-747,421.7293,364,602.285,311.628,1395.02,-82.4876,33.0318,27.5482,3.86983,25.358,15.29457366,16.44774437,1.152184844,1,21.3674,51,0.305068001,1,52,20,6.51851,19,5105240,47,0.609468784,0.228179325,1.64434690940676,0.445480920764531,-0.460757380086483
"GUI",5.38636363636364,71352.0095238095,71846.3761904762,125,"Guinea","West Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",2.45063e+11,245063.0045,3554301.999,10.43854094,-10.94182542,-1055443.092,1323716.925,0,10,1,441.1748,433,-13,1578,0,1578,9,1830.3448,96.4834,21.8685,256.71445,239.2947,1631.4009,142.8362,13214.9,12708,0,30718,30718,4325.08,5143.85,4855,0,14761,14761,2152.55,"mainland","mainland",NA,NA,"",3087.1934,231.8652,-1253.9552,24.9532,229.5992,1754.5674,234.6517,4420.0293,27.2299,28,22.1502,22,77.9034,46,-2585.709,-1959,3157.69,291.318,-1325.73,-34.5502,31.3633,26.5457,4.86144,25.7679,2.42761539,1.438017845,0.121142457,1,14.8833,31,0.413406301,1,32,17,6.15285,19,810738,32,0.063093167,0.002421894,1.56001289230505,1.65477559327081,-0.789366760346373
"GUY",2.61703703703704,3876.61009174312,3876.61009174312,126,"Guyana","Northern South America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",2.1068e+11,210679.9804,2980904.835,4.792378272,-58.97416349,-5690099.656,609785.8255,0,54,1,213.7802,131,-6,2302,0,2302,10,2030.7166,51.3412,254.5915,260.0233917,253.3295,568.0574,210.4887,24556.7,25768,0,39764,39764,5170.35,10830.4,11184,798,19607,18809,2984.97,"mainland","mainland",NA,NA,"",1816.1357,232.3088,215.2711,27.7676,224.8166,2035.4523,240.2796,1597.679,35.2661,36,19.768,21,-4.559,-3,435.2284,547,998.19,308.052,1032.16,-47.99,32.3529,28.8494,3.295,28.278,4.462351693,3.925599813,0.563050387,1,19.6961,51,0.25833236,1,52,20,5.08814,21,12932500,48,0.895810055,0.174192906,2.29022315318432,-0.246561611013968,-0.114477630187865
"HAI",1.59826086956522,348.1625,618.663636363636,127,"Haiti","Caribbean","SOUTHERN AMERICA","NewWorld","Neotropics","New World",27260748227,27260.74823,1524620.033,18.93894782,-72.68381472,-7013058.539,2373148.717,1,26,1,412.3029,323,-11,2524,0,2524,4,1529.7696,52.3305,143.2013,238.9592917,222.0015,1172.286,160.8903,20474.1,18522,0,42505,42505,8745.97,11527.4,10382,896,21597,20701,3936.94,"continental","continental",686568.6394,686.5686394,"CLM",930.8151,215.3994,594.874,24.0249,223.2425,835.7763,207.9406,1028.1494,16.1342,17,31.6526,32,691.09,709,494.8276,510,1054.45,297.21,475.557,-58.2179,30.9133,27.21,4.086,29.382,7.333136987,7.731744051,0.787380895,1,23.2712,50,0.32430515,2,52,24,7.54697,26,149308,35,0.064332411,0.035755826,1.53710828337569,0.324386190026861,0.261212966834342
"HAW",3.18125,8087.4,NA,128,"Hawaii","North-Central Pacific","PACIFIC","NewWorld","Oceania","New World",16871494273,16871.49427,1372107.753,20.27437592,-156.3821794,-15087896.31,2533127.508,1,23,1,920.4801,654,-14,4176,0,4176,7,1709.9573,34.6634,292.5613,182.7378667,167.1754,1231.6522,121.1654,19821.8,19101,0,41395,41395,14699.4,13963.2,14181,1150,22828,21678,6636.99,"volcanic","volcanic",2759743.323,2759.743323,"ASK",1405.1193,174.634,305.7055,9.8798,171.9283,1324.256,177.1079,1496.8429,12.2973,13,7.6052,8,393.8113,349,204.224,130,1377.88,251.57,329.953,-68.6524,26.41,23.39,2.694,27.498,1.079032738,0.845213383,-0.056611379,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43884708978756,-0.9627673105056,0.163781364171801
"HON",1.60542372881356,5320.09620253164,5320.09620253164,131,"Honduras","Central America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",1.12162e+11,112161.8289,2220275.985,14.81591848,-86.62017081,-8357768.672,1869330.081,0,55,1,633.5771,602,-12,2752,0,2752,11,1726.6816,59.648,128.3273,235.8470667,216.2655,1349.1674,162.0059,24424.9,27207,0,39425,39425,7420.25,12226,12468,44,20236,20192,3170.51,"mainland","mainland",NA,NA,"",1628.6285,216.7065,102.8732,19.363,218.4936,2117.2002,215.365,1140.2285,17.5666,19,20.7154,21,-385.0549,-379,589.9444,575,429.705,300.908,1299.25,-65.0449,31.2978,27.3022,2.35,26.6584,0.240547091,0.240547091,-0.618799891,1,25.696,49,0.296299035,3,52,26,7.6137,30,6234520,48,0.603868726,0.410472241,1.55356134438845,0.42580910010798,-0.0559984097652231
"IND",2.6175,81148.6696202532,79122.0329268293,136,"India","Indian Subcontinent","ASIA-TROPICAL","OWEast","IndoMalay","Old World",2.66899e+12,2668994.314,12661609.92,21.72683329,78.38336127,7563260.31,2678426.611,0,43,1,308.2831,260,-63,2625,0,2625,17,1014.1923,121.7629,17.3357,259.4600917,199.604,4360.5381,119.3868,8219.03,7647,0,38445,38445,4709.73,3889.88,3610,0,18672,18672,2140.43,"mainland","mainland",NA,NA,"",1027.95,235.4677,-13.0472,24.0541,238.941,820.8666,232.4893,1235.5261,20.5774,21,27.0395,27,193.8359,219,-220.4617,-177,2117.08,282.739,-1102.27,-23.2227,36.0876,18.7291,4.91486,26.5349,72.35160885,74.51037216,1.850187966,1,18.7864,51,0.33036931,1,52,20,6.20645,23,7586350,39,0.040476591,0.012983477,0.677370417170684,2.43589799683842,-0.962653944216251
